4.348892435795021633e-02 1.122646683768712406e-01 2.196869952965991579e-01 3.258835356625063850e-01 3.664521799009218261e-01 3.123697851725140695e-01 2.018447917676598202e-01 9.886962705379404026e-02 3.671174800277144518e-02 1.033341926492749654e-02 2.204854103139715533e-03 3.566255734970839777e-04 4.372621928174644847e-05 4.064135631408263053e-06 2.863461031822724029e-07 1.529365119197204257e-08 6.191956602334518694e-10 1.900384354269245338e-11 4.421318567402898677e-13 7.797564741764592283e-15
3.813330854107885998e-02 9.843939119396767634e-02 1.926327702463922487e-01 2.857513170845820127e-01 3.213239749664720812e-01 2.739017709164476289e-01 1.769878155305281975e-01 8.669393528227127554e-02 3.219073440743990683e-02 9.060869426672144705e-03 1.933328612845309873e-03 3.127075049240073492e-04 3.834138084173805333e-05 3.563641554104150144e-06 2.510828783050603519e-07 1.341025394932522877e-08 5.429423584872530845e-10 1.666353996974407125e-11 3.876837782913655193e-13 6.837302751370277019e-15
2.534703287404345418e-02 6.543220560068742364e-02 1.280421066741046221e-01 1.899375717725015900e-01 2.135825520599597682e-01 1.820612335328588016e-01 1.176429780207714354e-01 5.762505567049745064e-02 2.139703147934345420e-02 6.022717776451725312e-03 1.285074539318546184e-03 2.078552244878113233e-04 2.548533756479185814e-05 2.368735970703415665e-06 1.668936217179273255e-07 8.913733444782303363e-09 3.608912610995207408e-10 1.107617753534401306e-11 2.576916047685432053e-13 4.544723346574520227e-15
1.277163764259432385e-02 3.296939820295426843e-02 6.451671868507748153e-02 9.570405551794546051e-02 1.076180780308900603e-01 9.173539620988736820e-02 5.927689816568649378e-02 2.903560088532425310e-02 1.078134604706356206e-02 3.034673503864925362e-03 6.475119372535109415e-04 1.047322431177698796e-04 1.284132538092991378e-05 1.193537627821640911e-06 8.409287477684777429e-08 4.491372783755469824e-09 1.818426810761742150e-10 5.580965892513604546e-12 1.298433554726935708e-13 2.289954806810048435e-15
4.878236684303812604e-03 1.259294479485416340e-02 2.464271479100022672e-02 3.655498594066397544e-02 4.110564916073807668e-02 3.503912243389600834e-02 2.264132034244391647e-02 1.109039712473560216e-02 4.118027716160283652e-03 1.159119607501762341e-03 2.473227454637579037e-04 4.000337973124245893e-05 4.904854514460614187e-06 4.558819474112302592e-07 3.211999573624416862e-08 1.715518408033147968e-09 6.945637375738751185e-11 2.131697853680876446e-12 4.959478475708839956e-14 8.746679052906080291e-16
1.412459378870653624e-03 3.646199258909181562e-03 7.135126046544053649e-03 1.058424100300584501e-02 1.190185377197150451e-02 1.014533330627367599e-02 6.555636254919387784e-03 3.211147069726174620e-03 1.192346178867289413e-03 3.356149909897998529e-04 7.161057448531297251e-05 1.158269935317442501e-05 1.420166385783854566e-06 1.319974355386787327e-07 9.300120548254658943e-09 4.967163796804329576e-10 2.011060817356961270e-11 6.172182329811843706e-13 1.435982372454691382e-14 2.532539862610586421e-16
3.100172682485135135e-04 8.002953930190823606e-04 1.566071434441561978e-03 2.323109274023422727e-03 2.612308890914847789e-03 2.226774492868194115e-03 1.438880631743207246e-03 7.048068478236157704e-04 2.617051581862455041e-04 7.366331679789518401e-05 1.571763054693585423e-05 2.542258465008777583e-06 3.117088604212479313e-07 2.897179557420596143e-08 2.041260803590017095e-09 1.090230681507772695e-10 4.414028397596302613e-12 1.354717263833785563e-13 3.151802728071153794e-15 5.558610050540049644e-17
5.158134031972041561e-05 1.331548699104428805e-04 2.605663358086513924e-04 3.865239208779956020e-04 4.346415755605453381e-04 3.704955326547616974e-04 2.394040563118101414e-04 1.172672802474888443e-04 4.354306746877706553e-05 1.225626118925014874e-05 2.615133198358600820e-06 4.229864349336508401e-07 5.186279106611575439e-08 4.820389701610275441e-09 3.396293657644913949e-10 1.813949272166799234e-11 7.344155447973707674e-13 2.254007740200965126e-14 5.244037213015510958e-16 9.248535036173743350e-18
6.505732169730911019e-06 1.679424992377550103e-05 3.286410905013180145e-05 4.875059645290221106e-05 5.481946887963492522e-05 4.672900491909387911e-05 3.019500193399112583e-05 1.479041670561757831e-05 5.491899455200555509e-06 1.545829406628364439e-06 3.298354806454756963e-07 5.334945621906542121e-08 6.541230339488996384e-09 6.079749800610741318e-10 4.283598830398399117e-11 2.287856046595157839e-12 9.262866777255928928e-14 2.842882828432743260e-15 6.614078150066578699e-17 1.166477868445687280e-18
6.220088397475976515e-07 1.605687359544475878e-06 3.142116184050736641e-06 4.661012956813326880e-06 5.241253919435730193e-06 4.467729899413854953e-06 2.886924581144435595e-06 1.414102163204359882e-06 5.250769504519962505e-07 1.477957485151739034e-07 3.153535670872368864e-08 5.100706960913631286e-09 6.254027967701623470e-10 5.812809412948825102e-11 4.095521101893863263e-12 2.187404350386965315e-13 8.856166941000660844e-15 2.718061862243804301e-16 6.323677287644921220e-18 1.115261936110666345e-19
4.508102197302392519e-08 1.163745955231190859e-07 2.277295750209350631e-07 3.378138928184940402e-07 3.798677253592720741e-07 3.238054138374322748e-07 2.092341815107424186e-07 1.024891715644827642e-07 3.805573816356088021e-08 1.071171816309834765e-08 2.285572194263358394e-09 3.696813741042836307e-10 4.532700408988880205e-11 4.212920655219013031e-12 2.968290239418147631e-13 1.585354054191541418e-14 6.418639590813975261e-16 1.969956031261125457e-17 4.583179796452958087e-19 8.083027866273352997e-21
2.476781917280317904e-09 6.393699193309089167e-09 1.251161727831498733e-08 1.855972434785498112e-08 2.087019042494748810e-08 1.779008901328657972e-08 1.149546781687554156e-08 5.630824585118070782e-09 2.090808060843515964e-09 5.885090596491090719e-10 1.255708862318514814e-10 2.031054537948878393e-11 2.490296341584847588e-12 2.314607176391675900e-13 1.630798785934758812e-14 8.710042678842281874e-16 3.526444116901465855e-17 1.082307202126982896e-18 2.518030059365519937e-20 4.440870321892573738e-22
1.031522257107309003e-10 2.662827509007896394e-10 5.210798578972972882e-10 7.729694979205555336e-10 8.691950544051308421e-10 7.409159702391481505e-10 4.787595882478255387e-10 2.345107918017363277e-10 8.707730927185053229e-11 2.451003817905542238e-11 5.229736340092339000e-12 8.458871355107463502e-13 1.037150701567781435e-13 9.639802367137871962e-15 6.791898926662288862e-16 3.627530878231747562e-17 1.468682232234374525e-18 4.507558619643971079e-20 1.048701152159939326e-21 1.849519550348446817e-23
3.256613789384787934e-12 8.406799489626654891e-12 1.645098628659516926e-11 2.440338158830485671e-11 2.744131384793125211e-11 2.339142125951440672e-11 1.511489515757346553e-11 7.403728548550657155e-12 2.749113401706578748e-12 7.738051967593742117e-13 1.651077459807024475e-13 2.670546069934117862e-14 3.274383323407410491e-15 3.043377212606221080e-16 2.144267033336068696e-17 1.145245970028505411e-18 4.636769373383762746e-20 1.423079090737023172e-21 3.310849193545310635e-23 5.839108976952412848e-25
7.793826455854765385e-14 2.011940638613345343e-13 3.937099712692394710e-13 5.840290968957042238e-13 6.567338090520810354e-13 5.598105567405560015e-13 3.617342349300237369e-13 1.771882672171641333e-13 6.579261203832606834e-14 1.851893962323490834e-14 3.951408431928437078e-15 6.391231493054443047e-16 7.836353041237765279e-17 7.283502241522157162e-18 5.131724611406551227e-19 2.740837236753050892e-20 1.109685647397650635e-21 3.405755850544162021e-23 7.923624262757165681e-25 1.397433191848885085e-26
1.413943397634010543e-15 3.650030185444913445e-15 7.142622659254048005e-15 1.059536147307339656e-14 1.191435860898173603e-14 1.015599263227784681e-14 6.562524019164919001e-15 3.214520903037534805e-15 1.193598932842608705e-15 3.359676092323796684e-16 7.168581306405067308e-17 1.159486886645574450e-17 1.421658502013970318e-18 1.321361203560866063e-19 9.309891840513754843e-21 4.972382611862249006e-22 2.013173764484407772e-23 6.178667213218299962e-25 1.437491105956311817e-26 2.535200708459517544e-28
1.944509802759750304e-17 5.019663083998336656e-17 9.822811720450817587e-17 1.457115205788958897e-16 1.638508807886295514e-16 1.396691498631815569e-16 9.025037570432907894e-17 4.420733826822220227e-17 1.641483548322911942e-17 4.620356873233333434e-18 9.858511058865640057e-19 1.594571339295778077e-19 1.955119913547246758e-20 1.817187178503717445e-21 1.280332435994576497e-22 6.838213430620592988e-24 2.768594645478113337e-25 8.497142802319609705e-27 1.976893524584713052e-28 3.486506346585016859e-30
2.027146187082768191e-19 5.232985129067297826e-19 1.024025453473325638e-18 1.519038643756510573e-18 1.708140981184148815e-18 1.456047093187226967e-18 9.408577150506763840e-19 4.608603005462808379e-19 1.711242140008388013e-19 4.816709489066960756e-20 1.027747099805284185e-20 1.662336289535422484e-21 2.038207198756185309e-22 1.894412697169949093e-23 1.334743086479297065e-24 7.128818925297754730e-26 2.886252396976034347e-27 8.858248288783854409e-29 2.060906129114355194e-30 3.634673395160517338e-32
1.601979005626131693e-21 4.135435503831910365e-21 8.092496180809810055e-21 1.200440319272033342e-20 1.349880935052120406e-20 1.150660415786607154e-20 7.435252160879389664e-21 3.642009297139786838e-21 1.352331666706897156e-21 3.806468190037045863e-22 8.121906981708893678e-23 1.313683173465899749e-23 1.610720115958830324e-24 1.497084614911358024e-25 1.054798324891185728e-26 5.633643161015382790e-28 2.280899016734268715e-29 7.000347520904240668e-31 1.628658244997411408e-32 2.872348579721479794e-34
9.596776730632940537e-24 2.477364002576040928e-23 4.847871212293289199e-23 7.191328776497109246e-23 8.086564119215765842e-23 6.893118489255941197e-23 4.454144197478219858e-23 2.181773291209840881e-23 8.101245413062303667e-24 2.280293638290495137e-24 4.865489975629535378e-25 7.869718683119760649e-26 9.649141015025014703e-27 8.968398927646681414e-28 6.318849363365972677e-29 3.374876662331205558e-30 1.366389854788613808e-31 4.193611274493592505e-33 9.756600737495759110e-35 1.720702201172967809e-36
