-1.257561969557845910e-02 -2.488705987576586218e-02 -3.668071957113697851e-02 -4.772293468075130413e-02 -5.780866827847312012e-02 -6.676899429759075577e-02 -7.447691944853868096e-02 -8.085104768840770117e-02 -8.585667779186015314e-02 -8.950414625138627955e-02 -9.184454035726702381e-02 -9.296323090620689511e-02 -9.297193198279052329e-02 -9.200012217081372790e-02 -9.018664334558079698e-02 -8.767215158356886362e-02 -8.459287426931384746e-02 -8.107589356367828071e-02 -7.723596563468064502e-02 -7.317372829728832628e-02 -6.897506433577867135e-02 -6.471134547137684379e-02 -6.044029325609963366e-02 -5.620722492947925059e-02 -5.204649365092421653e-02 -4.798298595427862023e-02 -4.403357434854895947e-02 -4.020846483285508977e-02 -3.651240519173174631e-02 -3.294573731329732830e-02 -2.950529623515953798e-02 -2.618516169233191943e-02 -2.297727696044075604e-02 -1.987195115668437609e-02 -1.685826042866290370e-02 -1.392436443538865726e-02 -1.105775318133961523e-02 -8.245437133314185638e-03 -5.474092710214892819e-03 -2.730174038975169588e-03
-2.541511172788040937e-02 -5.029144398701166502e-02 -7.411224860296002082e-02 -9.640152274475434491e-02 -1.167417333566537624e-01 -1.347892346480859538e-01 -1.502864000500402086e-01 -1.630693552666966917e-01 -1.730703554345050244e-01 -1.803143464021726428e-01 -1.849099447661420315e-01 -1.870358044878294712e-01 -1.869239083685558800e-01 -1.848415980966835459e-01 -1.810741005080598043e-01 -1.759089707943785330e-01 -1.696233862474970655e-01 -1.624747006903846935e-01 -1.546942240747333774e-01 -1.464838758344585157e-01 -1.380151806041113871e-01 -1.294300229802680113e-01 -1.208426025795942826e-01 -1.123421125112419178e-01 -1.039957638024248260e-01 -9.585187607111250729e-02 -8.794284648245297153e-02 -8.028788002160830439e-02 -7.289541854257200471e-02 -6.576524804453359740e-02 -5.889028626392921878e-02 -5.225807363235298458e-02 -4.585199509842088905e-02 -3.965226742584814640e-02 -3.363672616945658639e-02 -2.778144400004767603e-02 -2.206121119302567601e-02 -1.644990269676080419e-02 -1.092075970832333091e-02 -5.446603292996823366e-03
-3.879235835093886031e-02 -7.674983157646285414e-02 -1.130731858957878672e-01 -1.470264093724575338e-01 -1.779641342163969797e-01 -2.053559542467516819e-01 -2.288059644363781564e-01 -2.480654836181688805e-01 -2.630371635413697451e-01 -2.737695314957152015e-01 -2.804422844559537609e-01 -2.833439746171804718e-01 -2.828447412539155104e-01 -2.793672095902430264e-01 -2.733585245236962447e-01 -2.652658509477403004e-01 -2.555167810563785391e-01 -2.445051854555208848e-01 -2.325822993929444749e-01 -2.200523455250938121e-01 -2.071717489536295531e-01 -1.941509594646343706e-01 -1.811579801339764095e-01 -1.683228585375831921e-01 -1.557425730788799811e-01 -1.434859080683970889e-01 -1.315980558244106147e-01 -1.201047902849857185e-01 -1.090161412501587240e-01 -9.832955007003156556e-02 -8.803252739381199621e-02 -7.810485184216199583e-02 -6.852036249811954693e-02 -5.924839715331816498e-02 -5.025493245293195105e-02 -4.150347453608849158e-02 -3.295574451200943000e-02 -2.457220220655212048e-02 -1.631243998538180889e-02 -8.135479380749039216e-03
-5.300128597788465734e-02 -1.048375735402206216e-01 -1.543976238859991468e-01 -2.006581528220739985e-01 -2.427218915911988628e-01 -2.798524303609697395e-01 -3.115031213738516103e-01 -3.373365272104958401e-01 -3.572311580241112616e-01 -3.712736787157021046e-01 -3.797369239682410469e-01 -3.830463181950811702e-01 -3.817390036734569225e-01 -3.764206863014661897e-01 -3.677248581136683958e-01 -3.562778964135457915e-01 -3.426720191666658422e-01 -3.274466066534239550e-01 -3.110772709403673009e-01 -2.939713802135588416e-01 -2.764684776166718150e-01 -2.588440734489464989e-01 -2.413154955462167850e-01 -2.240487673342718145e-01 -2.071657619094089409e-01 -1.907511279818545624e-01 -1.748586788692338134e-01 -1.595170845874268051e-01 -1.447348065574643738e-01 -1.305042843449265855e-01 -1.168054217915917153e-01 -1.036084444713304964e-01 -9.087620618638908576e-02 -7.856602638478737965e-02 -6.663113244953154657e-02 -5.502177677737934980e-02 -4.368609023568684191e-02 -3.257072180028688924e-02 -2.162131803222609727e-02 -1.078287422999668101e-02
-6.836583246887366350e-02 -1.351876090048480528e-01 -1.990021749019422193e-01 -2.584613879375644574e-01 -3.123819756690677796e-01 -3.597934702205112245e-01 -3.999798068138603058e-01 -4.325085144319150143e-01 -4.572417676978300927e-01 -4.743259182100980076e-01 -4.841597620931524792e-01 -4.873456108065524761e-01 -4.846300166764820894e-01 -4.768420487517086581e-01 -4.648362386187980810e-01 -4.494452532804146250e-01 -4.314447945829609776e-01 -4.115309141425725903e-01 -3.903082941869336353e-01 -3.682871982215533135e-01 -3.458866113194920544e-01 -3.234413233268212950e-01 -3.012111478176304757e-01 -2.793909491685557245e-01 -2.581205786339401675e-01 -2.374941634630247933e-01 -2.175684480713183933e-01 -1.983700633932586332e-01 -1.799017169714930420e-01 -1.621473598296898078e-01 -1.450764321602356355e-01 -1.286472989233803654e-01 -1.128099922668648475e-01 -9.750837022100251883e-02 -8.268179422643065490e-02 -6.826641072443745406e-02 -5.419611743664418113e-02 -4.040327694456113949e-02 -2.681923578321568011e-02 -1.337469936237277793e-02
-8.524872601801840311e-02 -1.685066377494709444e-01 -2.479088794920907279e-01 -3.217339105914291397e-01 -3.884665271029821842e-01 -4.468629561379539039e-01 -4.960106319129884977e-01 -5.353722599492027889e-01 -5.648041886617243268e-01 -5.845429899393427275e-01 -5.951602814552497955e-01 -5.974921843560088153e-01 -5.925543380179024711e-01 -5.814548693569321358e-01 -5.653161097774100918e-01 -5.452122042051720241e-01 -5.221255140413489926e-01 -4.969211179412378887e-01 -4.703364119493265716e-01 -4.429818793435141289e-01 -4.153491796513793521e-01 -3.878233553498166564e-01 -3.606967845200679812e-01 -3.341832901728009619e-01 -3.084314369196773375e-01 -2.835364992992042144e-01 -2.595508869552601294e-01 -2.364930052530844762e-01 -2.143546392729969718e-01 -1.931070070990441867e-01 -1.727056494481492288e-01 -1.530943284006583138e-01 -1.342080947444795613e-01 -1.159756690358324516e-01 -9.832126388439932363e-02 -8.116595491844820487e-02 -6.442869261652457713e-02 -4.802703242794004179e-02 -3.187764906971429085e-02 -1.589668716213429867e-02
-1.040564511756517235e-01 -2.055832473155505824e-01 -3.022562580315359959e-01 -3.919208842685495409e-01 -4.726700669641674679e-01 -5.429329784203094089e-01 -6.015618906504479613e-01 -6.478995599452619381e-01 -6.818100295203008976e-01 -7.036621939812884863e-01 -7.142657221273429613e-01 -7.147694946551702566e-01 -7.065400151249205951e-01 -6.910392637507519753e-01 -6.697183033293411247e-01 -6.439365809873174307e-01 -6.149098791988171220e-01 -5.836843324742202466e-01 -5.511308088267837801e-01 -5.179531136982752360e-01 -4.847041859989847379e-01 -4.518058608418766275e-01 -4.195692437622074999e-01 -3.882139554580422147e-01 -3.578853691742309162e-01 -3.286695077737148973e-01 -3.006055955560339443e-01 -2.736964319568215842e-01 -2.479168289716045803e-01 -2.232203811821811545e-01 -1.995448316676496636e-01 -1.768162719194823762e-01 -1.549523903728069474e-01 -1.338649480063930086e-01 -1.134616379294950544e-01 -9.364745265405062524e-02 -7.432566556272422742e-02 -5.539851149912895095e-02 -3.676764041239768965e-02 -1.833439992818296921e-02
-1.252352586382363409e-01 -2.472779116276345723e-01 -3.632838888759216123e-01 -4.705956117524033311e-01 -5.668378963046767360e-01 -6.500404735394780253e-01 -7.187660554262959023e-01 -7.722144470923012483e-01 -8.102740654320340630e-01 -8.335028141715609129e-01 -8.430372084373618513e-01 -8.404459742551104728e-01 -8.275559987058247469e-01 -8.062811246929065812e-01 -7.784783400131682907e-01 -7.458449937166198307e-01 -7.098592975677916472e-01 -6.717579803373404657e-01 -6.325408496135100922e-01 -5.929917000783679892e-01 -5.537069373129752670e-01 -5.151260003106898910e-01 -4.775601290138510868e-01 -4.412178340249718889e-01 -4.062265503222431406e-01 -3.726505599498964871e-01 -3.405055545661399563e-01 -3.097702990338758733e-01 -2.803958646298221891e-01 -2.523128588364159652e-01 -2.254370259438281676e-01 -1.996735395267499602e-01 -1.749202484378246658e-01 -1.510700958397606930e-01 -1.280128880399492575e-01 -1.056365531692584347e-01 -8.382800579513215167e-02 -6.247370770707989102e-02 -4.146000083524825630e-02 -2.067327201229195513e-02
-1.492498314233565992e-01 -2.944787816992157636e-01 -4.322673698999002778e-01 -5.593773364717899987e-01 -6.728708024746213878e-01 -7.702825843762474145e-01 -8.498109430141296272e-01 -9.104787682455106612e-01 -9.522185247114794970e-01 -9.758513693230950192e-01 -9.829583322269088708e-01 -9.756693986633666604e-01 -9.564146279276540819e-01 -9.276846703149208562e-01 -8.918373372292679457e-01 -8.509686103114350031e-01 -8.068482932759862836e-01 -7.609079607653481681e-01 -7.142637169755039483e-01 -6.677571645519086996e-01 -6.220021414357995715e-01 -5.774295903764629090e-01 -5.343268844140272034e-01 -4.928705091234799607e-01 -4.531523764073647209e-01 -4.152006097812032115e-01 -3.789957598678248551e-01 -3.444833449443645557e-01 -3.115834734299259279e-01 -2.801981653984754739e-01 -2.502168761988587953e-01 -2.215206142718343929e-01 -1.939849699877870537e-01 -1.674823004871997256e-01 -1.418832663443063136e-01 -1.170578671352924260e-01 -9.287609748933434162e-02 -6.920831289544393528e-02 -4.592538307394741087e-02 -2.289868695868465046e-02
-1.765333748492264321e-01 -3.480022426425089521e-01 -5.103735556423403263e-01 -6.597475678891715489e-01 -7.925102871964236906e-01 -9.055795432170504755e-01 -9.966895321914921446e-01 -1.064638274535680385e+00 -1.109424321768222033e+00 -1.132225858832581755e+00 -1.135218805742649772e+00 -1.121274520854627310e+00 -1.093605843486060492e+00 -1.055433903121668848e+00 -1.009729709853512514e+00 -9.590548313947343528e-01 -9.054970673993374408e-01 -8.506786596901880770e-01 -7.958084491762088541e-01 -7.417526908506120176e-01 -6.891070286686711288e-01 -6.382602061665018089e-01 -5.894461413778123715e-01 -5.427845339710950512e-01 -4.983117047157689661e-01 -4.560037042043081912e-01 -4.157935202576822364e-01 -3.775838464526117266e-01 -3.412565196168260706e-01 -3.066794555222286389e-01 -2.737117021281992857e-01 -2.422070743643724711e-01 -2.120167188856816876e-01 -1.829908716698233628e-01 -1.549800109923937519e-01 -1.278355529383037037e-01 -1.014102045639531519e-01 -7.555806371124391962e-02 -5.013453154427696679e-02 -2.499609230367084642e-02
